price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,size,type,paint_color,state
10500,1991,mazda,rx7 convertible,good,other,gas,48000,clean,manual,,convertible,red,ny
2500,1979,chevrolet,malibu classic,good,8 cylinders,gas,,clean,automatic,mid-size,coupe,blue,dc
15700,1995,chevrolet,corvette,excellent,8 cylinders,gas,35000,clean,manual,full-size,coupe,black,ny
3000,1966,,Mustang,fair,8 cylinders,gas,,clean,manual,,convertible,,il
12500,1977,pontiac,firebird,good,8 cylinders,gas,97870,clean,automatic,,coupe,,ny
600,2004,,2004 mustang,fair,6 cylinders,gas,,parts only,automatic,,coupe,blue,ny
6000,1999,,Porsche Boxster,excellent,6 cylinders,gas,100600,clean,manual,,convertible,black,ny
6995,2005,,Saab 9.3 ARC Convertible,excellent,4 cylinders,gas,87881,clean,automatic,,convertible,silver,ny
29500,2015,ford,mustang gt premium,like new,8 cylinders,gas,22120,clean,automatic,,coupe,white,ny
9500,1933,chrysler,coupe,,,other,,clean,other,,coupe,,ny
1800,2003,mitsubishi,eclipse convertible,fair,6 cylinders,gas,173000,clean,automatic,compact,convertible,silver,ny
4500,1991,mazda,mx-5 miata,fair,4 cylinders,gas,81299,clean,manual,compact,convertible,red,ny
9000,2001,chevrolet,camaro ss,excellent,8 cylinders,gas,94800,clean,automatic,full-size,convertible,red,ny
8500,1979,,caddy deville,excellent,8 cylinders,gas,108000,clean,automatic,full-size,coupe,silver,ny
7500,1973,,1973 Impala,like new,,gas,,missing,other,full-size,coupe,white,tx
0,1965,chevrolet,biscayne,good,8 cylinders,gas,,clean,manual,,coupe,white,ny
31997,2018,dodge,challenger,excellent,,gas,17109,clean,automatic,,coupe,,ny
92497,1969,dodge,coronet,excellent,,gas,64510,clean,automatic,,coupe,green,ny
4300,2008,toyota,scion,good,4 cylinders,gas,136000,clean,automatic,,coupe,grey,ny
8700,2008,toyota,camry solara convertible,good,6 cylinders,gas,62000,clean,automatic,full-size,convertible,black,ny
1300,2004,honda,civic ex,good,4 cylinders,gas,,clean,manual,compact,coupe,grey,ny
28999,1974,pontiac,firebird trans am,,,gas,119122,clean,automatic,,coupe,red,ny
16000,1985,mercedes-benz,benz 280sl,excellent,6 cylinders,gas,121499,clean,automatic,compact,convertible,red,ny
6500,1995,ford,mustang gt convertible,good,8 cylinders,gas,62500,clean,manual,,convertible,red,ny
4000,2008,nissan,altima coupe,good,4 cylinders,gas,150000,clean,automatic,compact,coupe,white,ny
9800,2011,bmw,335i,good,6 cylinders,gas,67452,clean,automatic,compact,coupe,black,ny
25000,2011,ford,mustang gt,like new,8 cylinders,gas,13500,clean,manual,mid-size,coupe,white,ny
15000,1931,ford,model a,good,8 cylinders,gas,,clean,automatic,mid-size,coupe,white,ny
6000,2011,honda,civic si coupe 2d,good,4 cylinders,gas,,clean,manual,compact,coupe,grey,ny
1250,1997,pontiac,firebird,good,6 cylinders,gas,103988,clean,automatic,mid-size,coupe,white,ny
20500,2016,mazda,mx-5 gt,like new,4 cylinders,gas,16000,clean,manual,compact,convertible,red,ny
5000,2010,volkswagen,eos,excellent,,gas,102000,clean,automatic,compact,convertible,black,ny
11985,2006,ford,mustang,,,gas,64117,clean,manual,sub-compact,coupe,black,ny
95975,2013,,Mclaren MP4-12C,,8 cylinders,gas,16000,clean,automatic,,coupe,orange,tx
16977,2007,jaguar,xk,,,gas,56212,clean,automatic,sub-compact,coupe,black,ny
14200,2013,audi,a5 2.0t premium plus,,,gas,81000,clean,automatic,,coupe,red,il
3000,2003,ford,mustang v6,good,6 cylinders,gas,209200,clean,manual,mid-size,coupe,white,ma
12000,2011,audi,a5,good,4 cylinders,gas,,clean,manual,,coupe,grey,ny
7495,2012,hyundai,sonata,excellent,6 cylinders,gas,76000,clean,automatic,mid-size,coupe,black,ma
9995,2003,ford,thunderbird,excellent,,gas,129640,clean,automatic,,convertible,black,ma
41000,2017,dodge,challenger r/t scat pack.,like new,8 cylinders,gas,2300,clean,automatic,,coupe,grey,ma
12000,2014,mini,cooper,excellent,3 cylinders,gas,29000,clean,automatic,compact,coupe,blue,or
9900,2009,bmw,335i convertible,excellent,6 cylinders,gas,83200,clean,automatic,,convertible,blue,ny
4995,2008,toyota,camry solara se,excellent,6 cylinders,gas,114565,clean,automatic,compact,coupe,grey,id
3500,2007,saturn,ion,excellent,4 cylinders,gas,102600,clean,manual,,coupe,red,or
8500,2010,audi,s5 premium plus quattro,good,6 cylinders,gas,62568,salvage,automatic,mid-size,convertible,grey,ny
18500,2015,chevrolet,camaro ss,like new,8 cylinders,gas,8865,rebuilt,automatic,mid-size,convertible,black,ny
7000,1964,cadillac,deville convertible,,8 cylinders,gas,,clean,automatic,,convertible,,ny
0,2019,,LAMBORGHINI HURRACAN,,,gas,334,clean,automatic,,coupe,,ny
38890,2017,mercedes-benz,cls-class,,,gas,44906,clean,automatic,compact,coupe,black,ny
3500,2007,chevrolet,cobalt ss,good,4 cylinders,gas,119740,clean,automatic,compact,coupe,black,id
2500,1969,buick,riviera,good,,gas,60550,clean,automatic,compact,coupe,white,id
23500,1966,ford,mustang,good,6 cylinders,gas,,clean,automatic,,convertible,green,ny
3995,1998,ford,mustang,good,8 cylinders,gas,179400,clean,automatic,mid-size,convertible,black,ma
5000,2007,mitsubishi,eclipse spyder,excellent,4 cylinders,gas,129000,clean,automatic,mid-size,convertible,black,ma
15000,2015,dodge,challenger sxt,like new,6 cylinders,gas,65600,clean,automatic,full-size,coupe,white,ma
25900,2012,bmw,650xi,new,8 cylinders,gas,32800,clean,automatic,,convertible,black,ny
13999,2010,dodge,challenger,,8 cylinders,gas,98931,clean,manual,,coupe,yellow,il
3700,2002,honda,civic,good,4 cylinders,gas,148000,rebuilt,manual,mid-size,coupe,blue,id
4000,2004,,volkswagon new beetle,excellent,4 cylinders,gas,94332,clean,automatic,,convertible,red,id
8500,1949,dodge,wayfarer,good,6 cylinders,gas,,clean,manual,mid-size,convertible,blue,or
32000,1972,chevrolet,corvette convertible,like new,8 cylinders,gas,9800,clean,manual,,convertible,red,ny
5995,2012,,2012 civic coupe,excellent,4 cylinders,gas,,clean,automatic,compact,coupe,grey,ny
16990,2011,bmw,3 series 328i convertible 2d,good,,other,34578,clean,automatic,,convertible,silver,il
20500,2016,chevrolet,camaro lt coupe 2d,good,6 cylinders,gas,21843,clean,other,,coupe,grey,il
10998,2008,ford,mustang gt,,,gas,107440,clean,automatic,,convertible,,id
19999,2017,chevrolet,camaro lt rwd gas,,,gas,48038,clean,manual,,coupe,red,id
23999,2019,ford,mustang ecoboost premium,,,gas,27032,clean,automatic,,coupe,white,id
15900,2015,chevrolet,camaro ls coupe 2d,good,6 cylinders,other,39330,clean,other,,coupe,blue,ny
21500,1980,chevrolet,camaro z28,like new,8 cylinders,gas,,clean,manual,,coupe,yellow,ny
5995,2000,bmw,z3 convertible,fair,4 cylinders,gas,78000,clean,automatic,compact,convertible,brown,ma
13999,2012,mini,cooper john cooper works,,,gas,30391,clean,manual,,coupe,white,id
19999,2008,bmw,650i,good,8 cylinders,gas,88371,clean,automatic,,convertible,black,ct
21995,2006,chevrolet,corvette,excellent,,gas,49063,clean,manual,,coupe,,id
13999,2012,mini,cooper john cooper works,,,gas,30391,clean,manual,,coupe,white,id
0,2014,honda,civic,,4 cylinders,gas,71994,clean,automatic,,coupe,black,id
22999,2018,ford,mustang ecoboost premium,,,gas,35957,clean,automatic,,coupe,white,id
99,2007,ford,mustang,,,gas,126813,clean,automatic,full-size,coupe,red,ma
37900,2018,dodge,challenger t/a 392,like new,8 cylinders,gas,1815,clean,automatic,full-size,coupe,black,wi
13999,2012,mini,cooper john cooper works,,,gas,30391,clean,manual,,coupe,white,id
21995,2006,chevrolet,corvette,excellent,,gas,49063,clean,manual,,coupe,,id
25000,1972,pontiac,gto,excellent,8 cylinders,gas,107623,clean,manual,full-size,coupe,red,ma
19500,2004,ford,thunderbird t-bird,like new,8 cylinders,gas,16324,clean,automatic,,convertible,silver,ny
27500,2002,ford,tbird thunderbird,like new,8 cylinders,gas,1515,clean,automatic,,convertible,black,ny
18900,1993,,Autozam az1,new,3 cylinders,gas,77000,clean,manual,compact,coupe,yellow,ny
10900,1975,buick,lesabre custom convertible,good,8 cylinders,gas,145000,clean,automatic,full-size,convertible,white,ny
47500,1969,chevrolet,camaro x66 big block,like new,8 cylinders,gas,,clean,manual,,coupe,green,ny
8400,1985,,merc,fair,,gas,107539,clean,automatic,,convertible,white,ny
75000,1971,,porsche 911,excellent,6 cylinders,gas,100612,clean,manual,mid-size,convertible,orange,ny
13985,2009,ford,mustang,,,gas,61648,clean,manual,sub-compact,coupe,white,ny
37500,1978,,porsche 911,excellent,6 cylinders,gas,120000,clean,manual,mid-size,convertible,silver,ny
14900,2005,ford,mustang,like new,8 cylinders,gas,14930,clean,manual,mid-size,coupe,silver,ny
3999,2008,volkswagen,beetle,,,gas,95832,clean,automatic,sub-compact,convertible,blue,ny
155,2009,nissan,altima se 3.5 v6 coupe,,6 cylinders,gas,85872,clean,automatic,,coupe,grey,ny
25900,2013,audi,s5 prestige convertible 2d,good,6 cylinders,gas,41453,clean,automatic,,convertible,red,ny
12000,1978,mercedes-benz,benz 450 sl,excellent,8 cylinders,gas,,clean,automatic,compact,convertible,red,ny
15995,1981,cadillac,convertible,excellent,8 cylinders,gas,6138,clean,automatic,mid-size,convertible,brown,ny
25995,1966,lincoln,continental,excellent,8 cylinders,gas,75280,clean,automatic,full-size,convertible,white,ny
15990,2017,,smart fortwo cabrio Passion,good,,gas,15962,clean,automatic,,convertible,red,ny
61990,2017,mercedes-benz,c-class,,,gas,18618,clean,automatic,,coupe,white,ny
9450,2013,volvo,c70 convertible,like new,5 cylinders,gas,105000,clean,automatic,mid-size,convertible,black,ny
275,2013,bmw,135i convertible,like new,6 cylinders,gas,41565,clean,automatic,,coupe,blue,ny
289,2013,audi,a5 2.0t premium plus,like new,4 cylinders,gas,61465,clean,automatic,,coupe,grey,ny
155,2009,nissan,altima se 3.5 v6 coupe,,6 cylinders,gas,85872,clean,automatic,,coupe,grey,ny
3350,2004,honda,civic ex-l,good,4 cylinders,gas,,clean,automatic,,coupe,,ny
15495,2012,dodge,challenger srt8,excellent,8 cylinders,gas,74000,rebuilt,automatic,mid-size,coupe,red,ny
1,1993,bmw,e36,like new,6 cylinders,gas,,clean,manual,,coupe,red,ny
7800,1963,dodge,dart,good,6 cylinders,gas,21399,clean,automatic,mid-size,convertible,red,ar
17990,2014,chevrolet,camaro lt convertible,good,6 cylinders,gas,26706,clean,automatic,,convertible,red,ny
4999,2007,volkswagen,gti,excellent,4 cylinders,gas,120000,clean,automatic,,coupe,,ny
18499,2016,ford,mustang ecoboost,excellent,4 cylinders,gas,,clean,automatic,,coupe,black,ny
24990,2018,cadillac,ats luxury coupe 2d,good,,gas,72767,clean,other,,coupe,black,ny
94997,2012,,BENTLEY CONTINENTAL,,,other,22308,clean,automatic,,coupe,white,ny
37990,2019,nissan,370z,,,gas,11502,clean,manual,,coupe,white,ny
9995,2012,audi,a5 2.0t quattro,excellent,4 cylinders,gas,126115,clean,automatic,,coupe,blue,ma
10500,2003,mercedes-benz,benz sl500,excellent,8 cylinders,gas,78000,clean,automatic,,convertible,black,ny
13990,1975,chevrolet,corvette stingray,good,8 cylinders,gas,86265,clean,manual,mid-size,coupe,black,ny
14990,1968,ford,mustang,good,8 cylinders,gas,83886,clean,automatic,mid-size,coupe,white,ny
35000,2016,dodge,challenger,like new,8 cylinders,gas,43107,clean,automatic,mid-size,coupe,blue,ma
4900,2008,chevrolet,cobalt ls,excellent,4 cylinders,gas,44000,clean,automatic,compact,coupe,blue,ma
275,2013,bmw,135i convertible,like new,6 cylinders,gas,41565,clean,automatic,,coupe,blue,ny
14950,2008,mitsubishi,eclipse gt,like new,6 cylinders,gas,9300,clean,automatic,mid-size,convertible,orange,wi
12500,2003,ford,thunderbird,excellent,8 cylinders,gas,47000,clean,automatic,compact,convertible,white,wi
3000,1998,toyota,celica gt convertible,good,4 cylinders,gas,124000,clean,manual,compact,convertible,red,ny
8500,2009,infiniti,g37s,excellent,6 cylinders,gas,120,rebuilt,automatic,,convertible,red,ny
0,2008,mitsubishi,eclipse,,6 cylinders,gas,78389,clean,automatic,,coupe,white,ga
9500,1999,mercedes-benz,benz sl500,good,8 cylinders,gas,69000,clean,automatic,,convertible,white,ny
28500,2018,jeep,wrangler unlimited,excellent,6 cylinders,gas,17500,clean,manual,full-size,convertible,blue,ny
6195,2006,jaguar,x-type,excellent,6 cylinders,gas,33000,clean,automatic,mid-size,coupe,blue,wi
9500,2003,honda,s2000,fair,4 cylinders,gas,102500,rebuilt,manual,compact,convertible,black,il
8975,2005,lexus,sc 430 convertible,excellent,8 cylinders,gas,129800,clean,automatic,mid-size,convertible,silver,fl
3500,2006,honda,accord,good,6 cylinders,gas,148877,clean,automatic,mid-size,coupe,blue,ny
9700,2015,mazda,mx-5 miata,excellent,4 cylinders,gas,76614,clean,manual,,convertible,grey,ga
10500,2011,bmw,3 series 328i convertible,excellent,6 cylinders,gas,39000,clean,automatic,mid-size,convertible,black,ny
1900,2004,,saab 9-3,good,4 cylinders,gas,430784,clean,automatic,compact,convertible,silver,ny
28990,2018,ford,mustang gt premium coupe 2d,good,8 cylinders,gas,11144,clean,automatic,,coupe,grey,ga
12000,1977,,mg mgb,good,4 cylinders,gas,,missing,manual,compact,convertible,red,ga
4600,2004,,toyota-solara,excellent,6 cylinders,gas,145302,clean,automatic,mid-size,convertible,blue,ma
37500,2012,ford,shelby gt500,excellent,8 cylinders,gas,14300,clean,manual,mid-size,coupe,white,ma
2500,2000,honda,accord lx,good,6 cylinders,gas,180000,clean,automatic,compact,coupe,black,il
28590,2017,bmw,2 series m240i xdrive coupe,good,,gas,50434,clean,automatic,,coupe,black,ga
8000,2012,hyundai,genesis,excellent,,gas,110000,clean,automatic,compact,coupe,black,ga
12499,2007,jaguar,xk,excellent,8 cylinders,gas,,clean,other,full-size,coupe,white,ct
0,2011,dodge,challenger,,,gas,69291,clean,automatic,compact,coupe,,il
5200,1975,,mgb,excellent,4 cylinders,gas,74500,clean,manual,compact,coupe,green,il
29990,2012,ford,mustang boss 302 coupe 2d,good,8 cylinders,gas,40555,clean,other,,coupe,white,il
3995,2000,,SAAB 9-3,,,gas,102000,clean,automatic,,convertible,silver,ma
20000,2010,dodge,challenger srt8,like new,8 cylinders,gas,58000,clean,manual,full-size,coupe,yellow,wi
99,2015,bmw,2 series,,,gas,46671,clean,automatic,full-size,coupe,blue,ma
99,2018,audi,s5,,,gas,19092,clean,automatic,full-size,coupe,,ma
5999,2013,chrysler,200 s,excellent,6 cylinders,gas,161993,clean,automatic,,convertible,grey,ma
3499,2007,honda,civic ex coupe,excellent,4 cylinders,gas,217000,clean,automatic,compact,coupe,silver,ma
19500,1930,chevrolet,roadster,excellent,8 cylinders,gas,1660,clean,automatic,mid-size,convertible,grey,ma
23900,2014,dodge,charger rt shaker,like new,8 cylinders,gas,31000,clean,manual,mid-size,coupe,orange,il
5500,2007,pontiac,g6 gt convertible,excellent,6 cylinders,gas,115600,clean,automatic,mid-size,convertible,black,ma
4900,2006,,saab 93,excellent,4 cylinders,gas,111765,clean,manual,mid-size,convertible,black,ma
11000,2008,infiniti,,good,6 cylinders,gas,111000,rebuilt,automatic,mid-size,coupe,green,ma
22900,1947,,MG TC,good,4 cylinders,gas,63146,clean,manual,,convertible,yellow,ma
5500,2008,nissan,altima,good,6 cylinders,gas,92000,clean,automatic,,coupe,black,ma
3495,2001,ford,mustang gt,good,8 cylinders,gas,84803,rebuilt,automatic,compact,coupe,silver,ma
6700,2009,nissan,altima 2.5s coupe,like new,4 cylinders,gas,106075,clean,automatic,,coupe,,ny
2800,1990,mazda,miata,excellent,4 cylinders,gas,98000,clean,manual,mid-size,convertible,white,ny
20990,2013,audi,s5 prestige coupe 2d,good,6 cylinders,gas,88680,clean,automatic,,coupe,black,ga
0,2012,nissan,,excellent,,gas,51000,clean,automatic,compact,coupe,white,il
5200,1988,chevrolet,corvette,good,8 cylinders,gas,111000,clean,automatic,mid-size,coupe,black,ma
15990,2014,ford,mustang v6 premium coupe 2d,good,6 cylinders,gas,27896,clean,other,,coupe,grey,ga
15990,2012,chevrolet,camaro,excellent,6 cylinders,gas,65123,clean,automatic,compact,coupe,white,ma
38500,1981,,DeLorean DMC-12,excellent,6 cylinders,gas,42000,missing,manual,compact,coupe,,ma
3800,2000,chevrolet,cavalier,like new,4 cylinders,gas,,clean,automatic,compact,convertible,black,ny
99,2015,bmw,2 series,,,gas,46671,,automatic,full-size,coupe,blue,ma
99,2007,ford,mustang,,,gas,126813,,automatic,full-size,coupe,red,ma
19690,2012,lexus,is 250c convertible 2d,good,6 cylinders,gas,66905,clean,other,,convertible,silver,il
29990,2015,audi,s5 premium plus convertible,good,6 cylinders,gas,27170,clean,automatic,,convertible,black,ma
15300,2015,honda,accord lx-s coupe 2d,good,,gas,54431,clean,automatic,,coupe,,ma
11990,2016,,smart fortwo Passion Hatchback,good,,gas,22653,clean,automatic,,coupe,brown,ma
23900,2012,mercedes-benz,slk,excellent,6 cylinders,gas,24962,clean,automatic,mid-size,convertible,grey,mi
10500,1954,ford,business coupe,good,8 cylinders,gas,,clean,automatic,mid-size,coupe,blue,ma
21000,2017,subaru,impreza wrx,excellent,4 cylinders,gas,42356,clean,manual,mid-size,coupe,black,ma
20888,2016,ford,mustang convertible,excellent,4 cylinders,gas,32778,clean,automatic,compact,convertible,grey,il
7500,2012,honda,civic coupe,good,,gas,81000,clean,automatic,,coupe,,ma
4500,2005,,Pt dream 4 convt.,like new,4 cylinders,gas,79000,clean,manual,mid-size,convertible,purple,ma
16500,2001,chevrolet,corvette,excellent,8 cylinders,gas,45215,clean,automatic,compact,convertible,silver,ma
28000,2015,audi,s5 premium plus coupe 2d,good,6 cylinders,gas,47358,clean,automatic,,coupe,black,ga
23990,2018,dodge,challenger sxt coupe 2d,good,6 cylinders,gas,4931,clean,other,,coupe,orange,ga
10889,2012,bmw,328,excellent,6 cylinders,gas,96626,clean,automatic,,convertible,,il
6400,2009,mini,cooper s,good,4 cylinders,gas,119000,clean,automatic,compact,coupe,grey,ny
15999,2002,ford,thunderbird,excellent,8 cylinders,gas,42329,clean,automatic,,convertible,,il
23590,2014,nissan,370z touring coupe 2d,good,6 cylinders,gas,9479,clean,automatic,,coupe,white,il
12590,2013,hyundai,veloster turbo coupe 3d,good,,gas,35517,clean,other,,coupe,orange,ma
19590,2018,honda,civic lx-p coupe 2d,good,,gas,3009,clean,automatic,,coupe,,il
34696,2005,,Bentley Continental GT,excellent,,gas,67346,clean,automatic,,coupe,red,wi
2200,2000,mercury,sable,good,6 cylinders,gas,150000,clean,automatic,mid-size,coupe,blue,or
15000,1972,,plymouth duster,excellent,8 cylinders,gas,20000,clean,automatic,compact,coupe,yellow,ga
13895,2011,infiniti,g37,,,gas,102515,clean,automatic,sub-compact,coupe,black,ny
7500,2006,ford,mustang gt convertible,excellent,8 cylinders,gas,154,clean,manual,full-size,convertible,black,ga
11999,2011,bmw,335i,,,gas,79149,clean,automatic,compact,coupe,blue,ny
6250,2011,honda,civic lx coupe 2d,excellent,4 cylinders,gas,114738,clean,automatic,,coupe,grey,il
9300,2009,bmw,335i sport,excellent,6 cylinders,gas,91000,clean,automatic,compact,coupe,white,il
24900,2019,honda,civic si coupe 2d,good,,gas,5058,clean,other,,coupe,black,il
10995,2013,,Scion FR-S,excellent,,gas,60874,clean,manual,,coupe,,il
11995,2006,nissan,350z,excellent,,gas,36396,clean,automatic,,coupe,,il
6000,1998,mercedes-benz,benz sl500,excellent,8 cylinders,gas,127211,clean,automatic,compact,convertible,black,il
